rank,name,surface_km2
26291,CHL,0.5505581602411271
26292,CHL,0.550534534553051
26293,CHL,0.5505038575786874
26294,CHL,0.5504939341127724
26295,CHL,0.5504141377804577
26296,CHL,0.5504101962818428
26297,CHL,0.5504099583883285
26298,CHL,0.5503463791649341
26299,CHL,0.5503238135521542
26300,CHL,0.5502191931408643
26301,CHL,0.5500857481973767
26302,CHL,0.5500118118139822
26303,CHL,0.5499766778784767
26304,CHL,0.5499741819124222
26305,CHL,0.5499321825242192
26306,CHL,0.5498925959084033
26307,CHL,0.5498862580736875
26308,CHL,0.5498634688092618
26309,CHL,0.5497503226716518
26310,CHL,0.5497445826204568
26311,CHL,0.5497355484256744
26312,CHL,0.5496561184001602
26313,CHL,0.5496007283666133
26314,CHL,0.5495947520115375
26315,CHL,0.5495937949065863
26316,CHL,0.5495710078129172
26317,CHL,0.5495459545914233
26318,CHL,0.5495416976002827
26319,CHL,0.5495412379573583
26320,CHL,0.5495061797761619
26321,CHL,0.5495024419076443
26322,CHL,0.5494946453398466
26323,CHL,0.5494875874100923
26324,CHL,0.5494750838909149
26325,CHL,0.5494685809960365
26326,CHL,0.5494218744964601
26327,CHL,0.54935900849998
26328,CHL,0.5493580798834562
26329,CHL,0.5493497588620185
26330,CHL,0.5492490482376814
26331,CHL,0.5492402797105461
26332,CHL,0.5492287329006195
26333,CHL,0.549210267219454
26334,CHL,0.5491500898466111
26335,CHL,0.5490732991282194
26336,CHL,0.5490031842203139
26337,CHL,0.5489123393481821
26338,CHL,0.5488799501376151
26339,CHL,0.5486727437207513
26340,CHL,0.5486633513176441
26341,CHL,0.5485497958970219
26342,CHL,0.5484900896601079
26343,CHL,0.5484011081555933
26344,CHL,0.5483250553159713
26345,CHL,0.5483246088997126
26346,CHL,0.5482602356088161
26347,CHL,0.5482559046825767
26348,CHL,0.5482487333843111
26349,CHL,0.5482131353459357
26350,CHL,0.5481587660015971
26351,CHL,0.5480308019069843
26352,CHL,0.5479982324774861
26353,CHL,0.5479510160876512
26354,CHL,0.5478602222061157
26355,CHL,0.5478237580075264
26356,CHL,0.5478084782981872
26357,CHL,0.5476709180755001
26358,CHL,0.5475869284977912
26359,CHL,0.5475826267983913
26360,CHL,0.5475768025234937
26361,CHL,0.5475305471814722
26362,CHL,0.5474423418857362
26363,CHL,0.5474373173232601
26364,CHL,0.5474328259444088
26365,CHL,0.5474281485511958
26366,CHL,0.5473423347109705
26367,CHL,0.5473369088808596
26368,CHL,0.547203852989465
26369,CHL,0.5471897547851503
26370,CHL,0.5471145491342544
26371,CHL,0.5471090733187497
26372,CHL,0.5469996123647689
26373,CHL,0.5469152615026533
26374,CHL,0.5469124977248646
26375,CHL,0.5469044437583387
26376,CHL,0.5469042117252647
26377,CHL,0.5468592947252988
26378,CHL,0.5466938734519183
26379,CHL,0.5466585642518997
26380,CHL,0.5466443669055998
26381,CHL,0.5465287225859911
26382,CHL,0.5464882291851043
26383,CHL,0.5464838007507324
26384,CHL,0.5464136389241069
26385,CHL,0.546403395986259
26386,CHL,0.5463618131935969
26387,CHL,0.5463546857807636
26388,CHL,0.54628867473495
26389,CHL,0.546253637408942
26390,CHL,0.5462509901361465
26391,CHL,0.5462173083755075
26392,CHL,0.5461527590713501
26393,CHL,0.5461157563610076
26394,CHL,0.5460741638336182
26395,CHL,0.5460363404870033
26396,CHL,0.5460223587219715
26397,CHL,0.5460084608558845
26398,CHL,0.5459720966095924
26399,CHL,0.5459673900358677
26400,CHL,0.5459478119983673
26401,CHL,0.5459399145839214
26402,CHL,0.54593025511837
26403,CHL,0.5458684445986748
26404,CHL,0.5458446096959114
26405,CHL,0.5458053393454552
26406,CHL,0.5457860730097359
26407,CHL,0.5456698112072944
26408,CHL,0.545656077430129
26409,CHL,0.5456166544154286
26410,CHL,0.5455888923337906
26411,CHL,0.5455882237266153
26412,CHL,0.5455044670190811
26413,CHL,0.5455034433347881
26414,CHL,0.5454909553957581
26415,CHL,0.5454596406539678
26416,CHL,0.5454512822506428
26417,CHL,0.5454392751404344
26418,CHL,0.5454223407205343
26419,CHL,0.5453237491556405
26420,CHL,0.5453187144149542
26421,CHL,0.5452394339892864
26422,CHL,0.5451094314780776
26423,CHL,0.5450405892329215
26424,CHL,0.545032786469385
26425,CHL,0.5450245347294808
26426,CHL,0.5449856927237511
26427,CHL,0.5448913647991419
26428,CHL,0.5448813676710128
26429,CHL,0.5448685176184177
26430,CHL,0.5447969643929302
26431,CHL,0.5447534293082357
26432,CHL,0.5446043167463541
26433,CHL,0.5445638225551843
26434,CHL,0.5445200699694156
26435,CHL,0.5443877760051712
26436,CHL,0.5443300170250386
26437,CHL,0.5442909689433575
26438,CHL,0.544283706998825
26439,CHL,0.5442702183494419
26440,CHL,0.5442674220213349
26441,CHL,0.5442618779597282
26442,CHL,0.5442615302253738
26443,CHL,0.5442576175608634
26444,CHL,0.5441467178584821
26445,CHL,0.5441313366073817
26446,CHL,0.544116261907137
26447,CHL,0.5439837166323066
26448,CHL,0.5438873452587127
26449,CHL,0.543848283724755
26450,CHL,0.5437718286793529
26451,CHL,0.5435686938737556
26452,CHL,0.543444453481616
26453,CHL,0.5432806978421509
26454,CHL,0.5432513288547992
26455,CHL,0.5432033744525909
26456,CHL,0.5431626093124747
26457,CHL,0.5431416730488539
26458,CHL,0.5431237420372628
26459,CHL,0.5431153169546127
26460,CHL,0.5430712201425135
26461,CHL,0.5430334474603533
26462,CHL,0.5429953500025719
26463,CHL,0.5429428278473021
26464,CHL,0.5429176294357269
26465,CHL,0.5429129085123241
26466,CHL,0.5428723853262811
26467,CHL,0.5428596886412799
26468,CHL,0.5427782790298163
26469,CHL,0.5427632376928105
26470,CHL,0.5427260220228434
26471,CHL,0.5427115348148047
26472,CHL,0.5425821581592559
26473,CHL,0.5425782053318023
26474,CHL,0.5425474916583002
26475,CHL,0.5425013367331772
26476,CHL,0.5424859889856679
26477,CHL,0.5424589434011057
26478,CHL,0.5423821308644414
26479,CHL,0.5422960279147326
26480,CHL,0.5422920477541471
26481,CHL,0.5422749696508944
26482,CHL,0.5421830580073297
26483,CHL,0.5420996563859729
26484,CHL,0.5420974438508749
26485,CHL,0.5420811671297159
26486,CHL,0.542050426856868
26487,CHL,0.5420301147284508
26488,CHL,0.5420234317359924
26489,CHL,0.5420217665810585
26490,CHL,0.5420057167317867
26491,CHL,0.5419693774777651
26492,CHL,0.5419592926488519
26493,CHL,0.5418986822596789
26494,CHL,0.5418861927218735
26495,CHL,0.5418440690343975
26496,CHL,0.541797633385703
26497,CHL,0.5417882116050721
26498,CHL,0.541773593591459
26499,CHL,0.5417070639922171
26500,CHL,0.5416561476152986
26501,CHL,0.5415973567752838
26502,CHL,0.5415812323125303
26503,CHL,0.5414986961688996
26504,CHL,0.5414914487085342
26505,CHL,0.5414286732037663
26506,CHL,0.5414280083008185
26507,CHL,0.5413890144064426
26508,CHL,0.5413586815013886
26509,CHL,0.5413503789682388
26510,CHL,0.5413194484514594
26511,CHL,0.5412650455315672
26512,CHL,0.5411114367899894
26513,CHL,0.5411034207047447
26514,CHL,0.5410702697725296
26515,CHL,0.5410370856338739
26516,CHL,0.5410332350903749
26517,CHL,0.5409858091211319
26518,CHL,0.5409778954954148
26519,CHL,0.5409274629365801
26520,CHL,0.540804586314559
26521,CHL,0.5407299008580446
26522,CHL,0.5406272327327728
26523,CHL,0.5405343237609863
26524,CHL,0.5405093437611861
26525,CHL,0.5404980145324766
26526,CHL,0.5404770874090195
26527,CHL,0.5403476247914059
26528,CHL,0.5402922582162618
26529,CHL,0.5402749050405921
26530,CHL,0.5402409818128794
26531,CHL,0.5402376409888565
26532,CHL,0.5401720312802791
26533,CHL,0.5401371223447844
26534,CHL,0.5401086552347539
26535,CHL,0.540083235133171
26536,CHL,0.5399910803317501
26537,CHL,0.5398464661807753
26538,CHL,0.5398396294119134
26539,CHL,0.5398145248567462
26540,CHL,0.5398072651946545
26541,CHL,0.5397812059150934
26542,CHL,0.5397764348184019
26543,CHL,0.5396972002571819
26544,CHL,0.5396854730320125
26545,CHL,0.5396750419502556
26546,CHL,0.5396589410775303
26547,CHL,0.5396464335699678
26548,CHL,0.5394971949754656
26549,CHL,0.5393757053194046
26550,CHL,0.5393325461139679
26551,CHL,0.5393199498171806
26552,CHL,0.5392624894848727
26553,CHL,0.5392530568008422
26554,CHL,0.5392510106658935
26555,CHL,0.5392133312043548
26556,CHL,0.5392104975247383
26557,CHL,0.5391672906671762
26558,CHL,0.5390099612558671
26559,CHL,0.5389480019754768
26560,CHL,0.5388446466960907
26561,CHL,0.5387328085962831
26562,CHL,0.5386677556514888
26563,CHL,0.5386425523175596
26564,CHL,0.538621318360567
26565,CHL,0.5385939001198243
26566,CHL,0.5385668069844246
26567,CHL,0.5385518621033132
26568,CHL,0.5385209553809166
26569,CHL,0.5385045489124729
26570,CHL,0.5384081820839643
26571,CHL,0.5383935897658169
26572,CHL,0.5383392897285223
26573,CHL,0.5382742900531292
26574,CHL,0.5382232295761108
26575,CHL,0.5381816702078506
26576,CHL,0.5380432525014952
26577,CHL,0.5380094262771606
26578,CHL,0.5378948493582308
26579,CHL,0.5378901434614416
26580,CHL,0.5378842816843353
26581,CHL,0.5378563769766688
26582,CHL,0.5378448521181345
26583,CHL,0.5377883471875786
26584,CHL,0.5377352546848059
26585,CHL,0.537722731715992
26586,CHL,0.5377143341019059
26587,CHL,0.5377057200291044
26588,CHL,0.5376970578742921
26589,CHL,0.5376551103326082
26590,CHL,0.5376363562113047
26591,CHL,0.5376125609758198
26592,CHL,0.5376061704254149
26593,CHL,0.5375801928315163
26594,CHL,0.5375145422335863
26595,CHL,0.5374503891610317
26596,CHL,0.5372987775999606
26597,CHL,0.5372561882816851
26598,CHL,0.5372176450465918
26599,CHL,0.5371727635351419
26600,CHL,0.5371677026692628
26601,CHL,0.5371372118428145
26602,CHL,0.5371360189843774
26603,CHL,0.5371237366365194
26604,CHL,0.5371119696763158
26605,CHL,0.5371095067294389
26606,CHL,0.5370824867336117
26607,CHL,0.5370551429619789
26608,CHL,0.5370500359582899
26609,CHL,0.5370436168992521
26610,CHL,0.536995797006607
26611,CHL,0.5369290571401268
26612,CHL,0.5368704408831596
26613,CHL,0.5368410217421055
26614,CHL,0.5368385242874026
26615,CHL,0.5368212171259522
26616,CHL,0.5367970326408148
26617,CHL,0.5366998118351102
26618,CHL,0.5366485775127411
26619,CHL,0.5366157309780643
26620,CHL,0.5365934700811374
26621,CHL,0.5365500339728966
26622,CHL,0.536510255267784
26623,CHL,0.536491796964705
26624,CHL,0.5363831677482128
26625,CHL,0.5363745756742954
26626,CHL,0.5362811952473595
26627,CHL,0.5361466319185421
26628,CHL,0.5360736659779548
26629,CHL,0.5360187807559454
26630,CHL,0.5360172535665035
26631,CHL,0.5359600587332845
26632,CHL,0.5358119944137745
26633,CHL,0.5358046953248977
26634,CHL,0.5357641826677322
26635,CHL,0.5357497576502338
26636,CHL,0.5356979330105316
26637,CHL,0.5356973801324963
26638,CHL,0.5356720000367164
26639,CHL,0.5355794998057186
26640,CHL,0.5355676267700642
26641,CHL,0.5354351137969494
26642,CHL,0.5354073341188429
26643,CHL,0.5353791806893349
26644,CHL,0.5353549559708833
26645,CHL,0.5353236152790188
26646,CHL,0.5352952655251771
26647,CHL,0.5352921644726097
26648,CHL,0.5352736704746037
26649,CHL,0.5352290009877085
26650,CHL,0.5352173481097221
26651,CHL,0.5351484194617271
26652,CHL,0.5351014600499272
26653,CHL,0.5350987449321448
26654,CHL,0.5349708465866595
26655,CHL,0.5349501819691658
26656,CHL,0.5349267287477255
26657,CHL,0.5349043910026551
26658,CHL,0.5348806160055398
26659,CHL,0.5348683244457244
26660,CHL,0.5348108554848432
26661,CHL,0.534773854970932
26662,CHL,0.5347468429833502
26663,CHL,0.5346291871410906
26664,CHL,0.5345942293862365
26665,CHL,0.5345662361193895
26666,CHL,0.5345500566987991
26667,CHL,0.5345224494033456
26668,CHL,0.5345018186611235
26669,CHL,0.5344924038621783
26670,CHL,0.5344860806011408
26671,CHL,0.5344790486631393
26672,CHL,0.5344773945388793
26673,CHL,0.5344243873416781
26674,CHL,0.5344141362816394
26675,CHL,0.5343532060904502
26676,CHL,0.5343057776404619
26677,CHL,0.5343028833594079
26678,CHL,0.5342732181873321
26679,CHL,0.534130898507595
26680,CHL,0.5340314172254801
26681,CHL,0.5340006178281307
26682,CHL,0.5339499780338406
26683,CHL,0.5339245386528373
26684,CHL,0.5338992938204705
26685,CHL,0.5338621546216235
26686,CHL,0.5338418011223077
26687,CHL,0.5338314701976776
26688,CHL,0.5338149937146138
26689,CHL,0.5337930953691006
26690,CHL,0.5337924796757102
26691,CHL,0.5337908997192233
26692,CHL,0.5337768231835365
26693,CHL,0.5337722926833629
26694,CHL,0.5337107743358612
26695,CHL,0.5336320730894207
26696,CHL,0.5336188736562729
26697,CHL,0.5335655353271663
26698,CHL,0.5335018370911478
26699,CHL,0.5334910853914618
26700,CHL,0.5333764886350184
26701,CHL,0.5331743309216499
26702,CHL,0.533118424983561
26703,CHL,0.5330762345888614
26704,CHL,0.532999288623318
26705,CHL,0.5329834545498491
26706,CHL,0.5329814615207538
26707,CHL,0.5329705039892196
26708,CHL,0.5329566741245388
26709,CHL,0.5329382946050167
26710,CHL,0.5328202956522703
26711,CHL,0.5328070605640411
26712,CHL,0.5326781111721992
26713,CHL,0.5326127455327511
26714,CHL,0.5325619078702927
26715,CHL,0.5324954722044468
26716,CHL,0.5324839400582313
26717,CHL,0.5324335520710944
26718,CHL,0.5324187705587149
26719,CHL,0.5323827675943374
26720,CHL,0.5323593139679431
26721,CHL,0.5323428155579567
26722,CHL,0.5322940957628488
26723,CHL,0.5322761662212014
26724,CHL,0.5322696194601506
26725,CHL,0.5321487573210001
26726,CHL,0.532135716171205
26727,CHL,0.5321293777352571
26728,CHL,0.5321053410495072
26729,CHL,0.5320517434821128
26730,CHL,0.5320510475936606
26731,CHL,0.5320415345058441
26732,CHL,0.5320179916588366
26733,CHL,0.5319819940679297
26734,CHL,0.5319815067998357
26735,CHL,0.5319603316575214
26736,CHL,0.5318348732909262
26737,CHL,0.531758930016864
26738,CHL,0.5317418977195024
26739,CHL,0.5316823840875328
26740,CHL,0.5316533933533429
26741,CHL,0.5315999974200726
26742,CHL,0.5315989662335515
26743,CHL,0.5314737592194415
26744,CHL,0.5314704799740314
26745,CHL,0.5314165291954279
26746,CHL,0.5314037052426861
26747,CHL,0.5313982827464342
26748,CHL,0.5312693150603175
26749,CHL,0.5312499869300127
26750,CHL,0.5312223846397399
26751,CHL,0.5311657412917614
26752,CHL,0.5310743780593872
26753,CHL,0.5309624841279983
26754,CHL,0.5309146025018692
26755,CHL,0.5309051777271964
26756,CHL,0.5309019259951412
26757,CHL,0.5308989243586659
26758,CHL,0.5306426227554083
26759,CHL,0.5306411584895849
26760,CHL,0.5306268232841491
26761,CHL,0.5305218127561285
26762,CHL,0.5304556346719562
26763,CHL,0.5304175065349043
26764,CHL,0.5303692176686078
26765,CHL,0.5302892121554204
26766,CHL,0.5302875346136093
26767,CHL,0.5302827910286187
26768,CHL,0.5302251789181233
26769,CHL,0.5301580076194331
26770,CHL,0.5301492145397663
26771,CHL,0.5301053975734711
26772,CHL,0.5299681629405022
26773,CHL,0.5298834435960054
26774,CHL,0.5298755699205399
26775,CHL,0.5298462626024969
26776,CHL,0.529838696916461
26777,CHL,0.5298384952389001
26778,CHL,0.5298295104343165
26779,CHL,0.5297760607590228
26780,CHL,0.5297364827907979
26781,CHL,0.5297310315692723
26782,CHL,0.5297074667746424
26783,CHL,0.5296284218151271
26784,CHL,0.5293538477973938
26785,CHL,0.52933091800493
26786,CHL,0.5292512546425536
26787,CHL,0.5292416462368666
26788,CHL,0.5291346990379094
26789,CHL,0.5290917842361926
26790,CHL,0.5290429023338538
26791,CHL,0.5290404722390175
26792,CHL,0.5288279872426986
26793,CHL,0.5287891264591217
26794,CHL,0.5287332231417894
26795,CHL,0.5287061324461102
26796,CHL,0.5286889965757727
26797,CHL,0.5286624598185421
26798,CHL,0.5286191754524707
26799,CHL,0.528520200298667
26800,CHL,0.5284616092737466
26801,CHL,0.5284470432579517
26802,CHL,0.5284097452081143
26803,CHL,0.5283965784455538
26804,CHL,0.5283417831074149
26805,CHL,0.5282860781729221
26806,CHL,0.5282499236220717
26807,CHL,0.5282479648231267
26808,CHL,0.5282303369779586
26809,CHL,0.5280602437638044
26810,CHL,0.5280526295759715
26811,CHL,0.5280390124999285
26812,CHL,0.5279814352989196
26813,CHL,0.5278421268572508
26814,CHL,0.5278324549747407
26815,CHL,0.5277946643759328
26816,CHL,0.5277854271841794
26817,CHL,0.5277772191696167
26818,CHL,0.5277373821769654
26819,CHL,0.5276047417491674
26820,CHL,0.5275791493475437
26821,CHL,0.5275129393783285
26822,CHL,0.5274705948389247
26823,CHL,0.5274579487190246
26824,CHL,0.5274567017335892
26825,CHL,0.5273313765057325
26826,CHL,0.5271684899181127
26827,CHL,0.5271490526743084
26828,CHL,0.5271018547668457
26829,CHL,0.5270015021298751
26830,CHL,0.5269946219574213
26831,CHL,0.5269906690187454
26832,CHL,0.5269902297946513
26833,CHL,0.5269550271989702
26834,CHL,0.5268540357592105
26835,CHL,0.5267360469501018
26836,CHL,0.5266922063827515
26837,CHL,0.5265673339761644
26838,CHL,0.5265610963639616
26839,CHL,0.5264474625428319
26840,CHL,0.526429658252716
26841,CHL,0.526365267166853
26842,CHL,0.5263493122678772
26843,CHL,0.5263085043582916
26844,CHL,0.5262937785191536
26845,CHL,0.5262059837765694
26846,CHL,0.5261878701906204
26847,CHL,0.5261387102542743
26848,CHL,0.5260741185722351
26849,CHL,0.5260699827997535
26850,CHL,0.5260580215494335
26851,CHL,0.5260252218095064
26852,CHL,0.5260053791304677
26853,CHL,0.5259671063394546
26854,CHL,0.5258122589374781
26855,CHL,0.5258026907348633
26856,CHL,0.5257533716068864
26857,CHL,0.5256180427985191
26858,CHL,0.5255798166320323
26859,CHL,0.5255784092205763
26860,CHL,0.5255481610789299
26861,CHL,0.5255059221636057
26862,CHL,0.5253518804728389
26863,CHL,0.5252942910710573
26864,CHL,0.5252366972438991
26865,CHL,0.5252119913787842
26866,CHL,0.525206212619653
26867,CHL,0.5251928207897544
26868,CHL,0.5251374811229705
26869,CHL,0.5251111406832505
26870,CHL,0.5250870580126047
26871,CHL,0.5249415094687938
26872,CHL,0.524937868985176
26873,CHL,0.5248693630552291
26874,CHL,0.5247845903880373
26875,CHL,0.5246067306119757
26876,CHL,0.524581712580502
26877,CHL,0.5245464087053463
26878,CHL,0.5245309693112971
26879,CHL,0.5244943266842365
26880,CHL,0.5244226330802441
26881,CHL,0.5243586649628803
26882,CHL,0.5243362381973267
26883,CHL,0.524327222855091
26884,CHL,0.5243150424596071
26885,CHL,0.5242977565949857
26886,CHL,0.5242710292540789
26887,CHL,0.5241473637433052
26888,CHL,0.5240618405456543
26889,CHL,0.5239752873644828
26890,CHL,0.5239685967676956
26891,CHL,0.5239427064445614
26892,CHL,0.5239165452658235
26893,CHL,0.5239094529720619
26894,CHL,0.5238873439270854
26895,CHL,0.5238582584030214
26896,CHL,0.5237947058566361
26897,CHL,0.5236171998275518
26898,CHL,0.5235982352024857
26899,CHL,0.5235397841468602
26900,CHL,0.5234686239962577
26901,CHL,0.5234678457286358
26902,CHL,0.5234296110731363
26903,CHL,0.5232844858686924
26904,CHL,0.5232703120185732
26905,CHL,0.5232086022089123
26906,CHL,0.5232058191494345
26907,CHL,0.5231683025151491
26908,CHL,0.5231443146013617
26909,CHL,0.5231034605513215
26910,CHL,0.5230476258123368
26911,CHL,0.5230201639337242
26912,CHL,0.522951860991478
26913,CHL,0.5228895645964443
26914,CHL,0.5228678075936436
26915,CHL,0.5228071759805977
26916,CHL,0.5227332478656769
26917,CHL,0.5225987765293121
26918,CHL,0.5225764407075644
26919,CHL,0.5224981902356743
26920,CHL,0.522431541789472
26921,CHL,0.5223595587216019
26922,CHL,0.5223518024966717
26923,CHL,0.5223266151620151
26924,CHL,0.5222428965307007
26925,CHL,0.5222289585896879
26926,CHL,0.5220871578842932
26927,CHL,0.5220013484864829
26928,CHL,0.5219915453616977
26929,CHL,0.5218955415807962
26930,CHL,0.5218489379272461
26931,CHL,0.5218463560911417
26932,CHL,0.5217900015268325
26933,CHL,0.5217701589477062
26934,CHL,0.5217628831083924
26935,CHL,0.5217332682766914
26936,CHL,0.521690742203474
26937,CHL,0.521635167130854
26938,CHL,0.5216306408407688
26939,CHL,0.521629763988018
26940,CHL,0.5215621044441796
26941,CHL,0.5215432404761314
26942,CHL,0.5214955506871491
26943,CHL,0.5213505447335243
26944,CHL,0.5213460665261745
26945,CHL,0.5212824591273851
26946,CHL,0.5212441423166394
26947,CHL,0.5212372182435692
26948,CHL,0.5212175547876358
26949,CHL,0.5211889071788788
26950,CHL,0.5211840764007866
26951,CHL,0.5211256039290875
26952,CHL,0.5211238407154083
26953,CHL,0.5211030386319943
26954,CHL,0.5210991353173255
26955,CHL,0.5210624933583051
26956,CHL,0.5210427019239813
26957,CHL,0.5210073246740102
26958,CHL,0.5209899064883873
26959,CHL,0.5209792006804049
26960,CHL,0.52096725864923
26961,CHL,0.5209096676847301
26962,CHL,0.5209092064971924
26963,CHL,0.5208504509247392
26964,CHL,0.5207871608927995
26965,CHL,0.5206758678655624
26966,CHL,0.5206750556519031
26967,CHL,0.5205730836354494
26968,CHL,0.5205356033668518
26969,CHL,0.5205324476681947
26970,CHL,0.5203547372111678
26971,CHL,0.5202832755428553
26972,CHL,0.520248301858887
26973,CHL,0.5201220653795898
26974,CHL,0.5201181846149414
26975,CHL,0.5200881615999974
26976,CHL,0.520082875041604
26977,CHL,0.5200429484452009
26978,CHL,0.5199354824407101
26979,CHL,0.519898956572488
26980,CHL,0.519875140115261
26981,CHL,0.5198488057374954
26982,CHL,0.5198260058345795
26983,CHL,0.5198014336886406
26984,CHL,0.5197890072700531
26985,CHL,0.519775489112854
26986,CHL,0.5197599991918505
26987,CHL,0.5197577325411886
26988,CHL,0.5197391036120057
26989,CHL,0.5197366803645491
26990,CHL,0.5197252781785726
26991,CHL,0.5197229123910367
26992,CHL,0.5196385439763069
26993,CHL,0.5195724726883918
26994,CHL,0.5195706922588348
26995,CHL,0.5195637359108924
26996,CHL,0.5194851608829014
26997,CHL,0.5193395821213312
26998,CHL,0.5193148542311191
26999,CHL,0.5193053938441277
27000,CHL,0.5192969429594279
27001,CHL,0.5192398170135617
27002,CHL,0.5192397323001623
27003,CHL,0.5191590051147937
27004,CHL,0.5191094768059253
27005,CHL,0.5189951137640476
27006,CHL,0.5188870973713994
27007,CHL,0.518875690925315
27008,CHL,0.5188683475778103
27009,CHL,0.5188417984004616
27010,CHL,0.5188269084622711
27011,CHL,0.51882081861341
27012,CHL,0.5188139969692229
27013,CHL,0.5187928017063811
27014,CHL,0.5187878494910001
27015,CHL,0.5187464398529679
27016,CHL,0.5187034031105041
27017,CHL,0.5186973768453598
27018,CHL,0.5185537080001831
27019,CHL,0.5184841821517944
27020,CHL,0.5184686737499237
27021,CHL,0.5184667900137901
27022,CHL,0.5184574189603226
27023,CHL,0.518433272761032
27024,CHL,0.5184180048073231
27025,CHL,0.518365423010122
27026,CHL,0.5183622044795752
27027,CHL,0.5183104195616864
27028,CHL,0.5182685256261825
27029,CHL,0.5182076671489477
27030,CHL,0.5181928148460387
27031,CHL,0.5181716011048183
27032,CHL,0.5181673045564293
27033,CHL,0.5181527980490327
27034,CHL,0.518128981834948
27035,CHL,0.5180544615077972
27036,CHL,0.5180163972468078
27037,CHL,0.5179930755300521
27038,CHL,0.5179514202926755
27039,CHL,0.5178741304148435
27040,CHL,0.5178336324701905
27041,CHL,0.5178316924135387
27042,CHL,0.5178315535911023
27043,CHL,0.5178072505588383
27044,CHL,0.5175407374668121
27045,CHL,0.5175310590768456
27046,CHL,0.5175006628249437
27047,CHL,0.5174329815737009
27048,CHL,0.5174183661202192
27049,CHL,0.5173596573526859
27050,CHL,0.5173258214516137
27051,CHL,0.5173184628151655
27052,CHL,0.5173026130284071
27053,CHL,0.5172469660511017
27054,CHL,0.5171720227416455
27055,CHL,0.5171347750989198
27056,CHL,0.5171216380608715
27057,CHL,0.5171119851211234
27058,CHL,0.5171112543660402
27059,CHL,0.5170805904043465
27060,CHL,0.5170635052411408
27061,CHL,0.5170279183610081
27062,CHL,0.5169815535652638
27063,CHL,0.5169770287973284
27064,CHL,0.516973981093355
27065,CHL,0.5168820081962346
27066,CHL,0.5168792745821849
27067,CHL,0.5168639192042946
27068,CHL,0.5168064606429785
27069,CHL,0.5167763688841164
27070,CHL,0.5167673002861142
27071,CHL,0.5165967561184167
27072,CHL,0.5165851847379357
27073,CHL,0.5165568097067326
27074,CHL,0.5165361201200485
27075,CHL,0.51648900031078
27076,CHL,0.5164654979791641
27077,CHL,0.5163715190804005
27078,CHL,0.516334099420771
27079,CHL,0.5163265381529666
27080,CHL,0.5163032887916564
27081,CHL,0.5162714900981485
27082,CHL,0.5162300626132488
27083,CHL,0.5162283461146354
27084,CHL,0.5161765173618793
27085,CHL,0.5161561409644335
27086,CHL,0.5161447698703407
27087,CHL,0.5161185082637071
27088,CHL,0.5161062273752093
27089,CHL,0.5160900601354539
27090,CHL,0.5160356968653201
27091,CHL,0.5160166603810787
27092,CHL,0.5160157892662715
27093,CHL,0.5160090311169624
27094,CHL,0.5159992956869528
27095,CHL,0.5159654238857031
27096,CHL,0.5158794593345075
27097,CHL,0.5158603605796173
27098,CHL,0.5158488236436285
27099,CHL,0.5158376419743895
27100,CHL,0.5158261387579439
27101,CHL,0.5157587639331818
27102,CHL,0.5157314932887553
27103,CHL,0.5157051360663771
27104,CHL,0.5156417079524994
27105,CHL,0.5156116662955283
27106,CHL,0.5156085841621161
27107,CHL,0.5155589908680469
27108,CHL,0.515422827787146
27109,CHL,0.5154067004635334
27110,CHL,0.5153491733480096
27111,CHL,0.5153264883961677
27112,CHL,0.5153109483462572
27113,CHL,0.5153003795242309
27114,CHL,0.5152861507678032
27115,CHL,0.5152384336560666
27116,CHL,0.5151921968655586
27117,CHL,0.5151590780570506
27118,CHL,0.5151204100436271
27119,CHL,0.5150242216122151
27120,CHL,0.5150051105829664
27121,CHL,0.5149835679917335
27122,CHL,0.5149538364204168
27123,CHL,0.5148860768739879
27124,CHL,0.5148736902840734
27125,CHL,0.5148698115270585
27126,CHL,0.5148416581535339
27127,CHL,0.5148078981948941
27128,CHL,0.51477588237527
27129,CHL,0.5147718947569132
27130,CHL,0.5147702244957685
27131,CHL,0.5147469946074485
27132,CHL,0.5147192037724889
27133,CHL,0.5147089488729722
27134,CHL,0.5146855390621423
27135,CHL,0.5146197855944633
27136,CHL,0.5145322293048501
27137,CHL,0.5144538450853824
27138,CHL,0.5144408246769905
27139,CHL,0.5144173439121246
27140,CHL,0.5143362633752971
27141,CHL,0.5143293570262193
27142,CHL,0.5143120070614815
27143,CHL,0.5142360121693611
27144,CHL,0.5141807043209076
27145,CHL,0.5141659861807822
27146,CHL,0.5141535217437744
27147,CHL,0.5141272201518565
27148,CHL,0.5141058235492706
27149,CHL,0.5141044642238058
27150,CHL,0.5140524066973775
27151,CHL,0.5140188735468983
27152,CHL,0.5139885031889081
27153,CHL,0.5139312199810817
27154,CHL,0.5139308758234745
27155,CHL,0.5138793664882928
27156,CHL,0.5137872250595092
27157,CHL,0.5137096361331344
27158,CHL,0.5136864000019505
27159,CHL,0.5136815794268846
27160,CHL,0.5136788278194964
27161,CHL,0.5136765475547314
27162,CHL,0.5136699664195776
27163,CHL,0.5135783626980781
27164,CHL,0.5135539479165077
27165,CHL,0.5135093133171648
27166,CHL,0.5134921016457079
27167,CHL,0.5134784126656651
27168,CHL,0.5134693627068551
